qu (MPa),alpha
0.491177762,0.444347826
0.614792426,0.392173913
0.783099538,0.345797101
0.996047431,0.302898551
1.235914128,0.268115942
1.484874319,0.241449275
1.84078638,0.214782609
2.143429177,0.197391304
2.455036296,0.182318841
2.775659407,0.171884058
3.078431373,0.160289855
3.399080317,0.151014493
3.710894107,0.145217391
4.031568886,0.137101449
4.485985171,0.131304348
4.833423752,0.124347826
5,0.123188406
