qu (MPa),alpha
0.920199437,0.49884058
1.044046604,0.457101449
1.203466894,0.411884058
1.371980676,0.374782609
1.780619494,0.314492754
2.065152807,0.284347826
2.340876799,0.25884058
2.652328916,0.236811594
2.981658012,0.217101449
3.319977266,0.200869565
3.6761735,0.186956522
4.112583637,0.173043478
4.112583637,0.173043478
4.477770028,0.162608696
4.744994704,0.155652174
5,0.149855072
